gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,LTV,CustomerSegment
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,1,19.65,Low Value
1,1,0,0,12,0,1,0,0,0,2,2,0,2,0,1,2,43.65,526.95,1,523.8,Low Value
0,0,1,1,16,0,1,0,0,0,0,0,0,2,0,1,1,35.5,552.7,0,568.0,Low Value
0,0,0,0,40,1,2,0,0,0,2,2,2,2,1,1,3,80.75,3208.65,0,3230.0,Medium Value
0,0,0,0,5,0,1,0,0,0,2,0,0,2,0,0,2,39.5,210.75,1,197.5,Low Value
1,0,1,0,40,1,2,1,0,0,0,0,2,2,0,1,0,97.1,3706.95,1,3884.0,Medium Value
0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,0,3,19.55,620.75,0,703.8000000000001,Low Value
0,0,0,0,5,1,0,1,0,0,0,0,0,2,0,1,2,80.0,412.5,1,400.0,Low Value
0,0,0,0,10,1,0,1,2,0,0,0,2,0,0,1,3,84.7,832.05,1,847.0,Low Value
1,0,1,1,2,1,0,1,0,0,0,0,2,2,0,1,0,89.55,185.55,1,179.1,Low Value
1,0,0,0,23,1,2,1,0,0,0,2,2,0,0,1,2,90.6,1943.2,1,2083.7999999999997,Medium Value
1,0,1,1,26,1,0,2,1,1,1,1,1,1,1,1,0,20.05,505.9,0,521.3000000000001,Low Value
0,1,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,112.4,8046.85,0,8092.8,High Value
0,0,1,0,34,1,0,0,0,0,0,2,0,0,0,0,0,50.2,1815.3,0,1706.8000000000002,Medium Value
1,0,0,0,10,1,0,0,2,0,0,2,2,0,0,0,0,62.25,612.95,0,622.5,Low Value
0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15,0,779.8000000000001,Low Value
0,0,0,0,23,1,2,1,2,0,0,0,2,0,0,1,0,90.05,2169.8,1,2071.15,Medium Value
1,0,1,0,47,1,0,2,1,1,1,1,1,1,2,0,3,19.65,973.1,0,923.55,Low Value
1,0,1,0,24,1,0,1,2,0,0,2,0,2,0,1,2,89.25,2210.2,0,2142.0,Medium Value
1,0,1,0,49,1,2,1,0,2,0,0,2,2,0,1,0,99.05,4853.75,1,4853.45,Medium Value
1,1,0,0,20,1,0,0,2,0,0,2,0,0,1,0,3,54.0,1055.9,0,1080.0,Medium Value
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.75,144.55,1,139.5,Low Value
0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,1,49.05,91.1,1,98.1,Low Value
1,0,0,0,22,0,1,0,0,0,2,2,2,2,2,0,0,56.75,1304.85,0,1248.5,Medium Value
1,0,0,0,7,1,2,1,0,0,2,0,2,2,0,1,0,98.05,713.0,1,686.35,Low Value
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,21.1,21.1,0,21.1,Low Value
0,0,1,1,59,1,2,1,0,2,0,2,0,2,0,1,0,96.65,5580.8,0,5702.35,High Value
0,0,1,1,58,1,2,2,1,1,1,1,1,1,1,1,1,24.5,1497.9,0,1421.0,Medium Value
0,0,0,0,41,1,2,1,2,2,2,2,2,2,0,1,0,114.5,4527.45,1,4694.5,Medium Value
0,1,0,0,59,1,2,1,0,2,0,0,0,0,2,1,1,79.2,4590.35,0,4672.8,Medium Value
0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,69.55,200.2,0,208.64999999999998,Low Value
1,0,0,0,32,1,0,2,1,1,1,1,1,1,2,1,0,20.05,614.45,0,641.6,Low Value
1,1,1,0,46,1,2,1,0,0,2,0,2,2,0,1,2,98.85,4564.9,0,4547.099999999999,Medium Value
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.95,171.15,1,161.9,Low Value
0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,0,1,19.6,1012.4,0,1019.2,Medium Value
0,1,0,0,13,1,0,1,0,0,2,0,0,0,0,1,2,74.3,940.35,1,965.9,Low Value
0,1,0,0,11,1,0,1,0,0,0,0,2,2,0,0,0,89.7,1047.7,1,986.7,Low Value
1,0,0,0,32,1,2,1,2,0,0,2,0,0,0,0,0,87.65,2766.4,0,2804.8,Medium Value
1,1,1,0,17,1,2,1,0,0,2,0,2,2,0,1,1,100.45,1622.45,1,1707.65,Medium Value
0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,1,1,74.75,1129.35,0,1196.0,Medium Value
0,0,0,0,51,1,2,1,2,2,2,0,2,2,1,0,0,107.45,5680.9,0,5479.95,High Value
1,0,0,0,29,1,0,0,0,0,2,2,2,2,1,1,0,75.35,2243.9,0,2185.1499999999996,Medium Value
1,0,1,0,70,1,0,0,2,2,2,2,0,0,2,0,1,64.95,4523.25,0,4546.5,Medium Value
0,0,1,1,71,1,2,1,2,0,2,2,0,2,2,0,2,100.45,7159.7,0,7131.95,High Value
1,0,1,1,41,1,2,0,0,2,2,0,2,0,1,0,0,68.5,2839.95,0,2808.5,Medium Value
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.55,80.55,0,80.55,Low Value
0,0,1,0,7,1,0,0,2,0,2,2,2,2,0,0,0,81.25,580.1,0,568.75,Low Value
1,0,1,1,25,1,0,1,0,0,0,0,2,2,1,1,2,90.4,2178.6,1,2260.0,Medium Value
1,0,1,1,67,1,2,1,2,2,0,2,0,0,1,0,2,89.55,6038.55,0,5999.849999999999,High Value
1,0,1,1,5,1,2,0,0,0,0,2,0,0,0,1,3,55.7,259.4,0,278.5,Low Value
1,0,0,1,15,1,2,2,1,1,1,1,1,1,0,1,2,24.8,324.15,0,372.0,Low Value
0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,2,20.0,417.65,0,400.0,Low Value
1,0,1,1,3,1,0,0,0,2,2,0,0,0,0,1,3,56.15,168.15,1,168.45,Low Value
1,0,1,1,54,1,2,1,0,2,0,2,2,2,1,1,2,105.2,5637.85,0,5680.8,High Value
1,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,19.55,839.4,0,821.1,Low Value
0,0,1,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.75,769.1,0,717.75,Low Value
0,0,0,0,63,1,2,1,0,2,0,0,2,2,2,0,0,97.45,6253.0,0,6139.35,High Value
0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,0,0,24.25,1641.8,0,1673.25,Medium Value
0,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,1,24.6,1678.05,0,1697.4,Medium Value
1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,50.15,2058.5,0,2006.0,Medium Value
1,0,0,0,60,0,1,0,2,2,2,0,0,0,2,0,0,39.6,2424.5,0,2376.0,Medium Value
0,0,0,0,4,1,0,1,2,0,2,2,0,2,0,1,0,94.4,387.2,1,377.6,Low Value
0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,6293.45,0,6379.349999999999,High Value
0,0,1,0,37,1,2,1,0,0,2,0,0,0,0,1,1,78.95,2839.65,1,2921.15,Medium Value
1,0,1,0,32,1,2,1,0,2,0,0,2,2,0,1,1,98.85,3145.9,0,3163.2,Medium Value
1,0,0,0,39,1,2,0,0,0,0,2,0,0,2,1,1,53.85,2200.7,0,2100.15,Medium Value
0,0,0,0,38,1,2,2,1,1,1,1,1,1,1,1,2,24.25,914.4,0,921.5,Low Value
1,0,0,0,52,1,2,1,0,0,2,0,0,2,2,1,1,89.45,4577.75,0,4651.400000000001,Medium Value
0,0,1,1,48,1,2,1,2,2,0,0,2,2,0,1,1,105.25,4997.5,0,5052.0,High Value
1,0,1,1,70,0,1,0,2,0,2,2,2,2,2,0,0,59.5,4144.8,0,4165.0,Medium Value
1,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,70.55,1493.55,0,1411.0,Medium Value
0,0,0,0,50,1,2,0,2,0,2,2,2,2,1,1,1,82.5,4179.1,0,4125.0,Medium Value
0,0,0,0,19,0,1,0,0,0,0,0,2,2,1,1,1,44.85,893.55,1,852.15,Low Value
1,0,1,1,25,1,0,0,2,2,2,0,0,0,1,1,0,61.6,1611.0,0,1540.0,Medium Value
1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,0,49.05,593.05,0,588.5999999999999,Low Value
1,1,1,0,39,1,2,1,0,2,2,0,2,2,0,1,2,105.65,4284.8,1,4120.35,Medium Value
1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,0,3,74.65,544.55,1,522.5500000000001,Low Value
0,0,1,1,23,1,0,0,2,2,2,2,0,0,1,1,3,66.25,1533.8,0,1523.75,Medium Value
1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,529.8,0,523.8,Low Value
1,1,0,0,47,1,2,1,0,0,0,0,2,0,0,1,1,86.05,3865.6,0,4044.35,Medium Value
1,0,1,1,26,1,0,2,1,1,1,1,1,1,2,1,1,19.15,515.75,0,497.9,Low Value
0,0,1,0,14,1,2,0,2,0,0,0,2,0,0,1,0,64.7,941.0,1,905.8000000000001,Low Value
0,1,1,0,11,1,2,1,0,0,2,2,2,2,0,1,0,104.05,1133.65,1,1144.55,Medium Value
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,19.25,48.35,0,38.5,Low Value
0,0,1,1,26,1,0,1,2,2,0,0,0,0,0,0,2,81.95,2070.05,0,2130.7000000000003,Medium Value
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.65,8333.95,0,8254.800000000001,High Value
0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,1,20.0,1209.25,0,1260.0,Medium Value
1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.8,1396.25,0,1405.8,Medium Value
1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,723.35,0,716.6500000000001,Low Value
1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.65,228.65,0,275.09999999999997,Low Value
0,0,0,1,13,1,2,0,2,2,2,2,2,2,2,0,1,88.95,1161.75,0,1156.3500000000001,Medium Value
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,1,3,20.2,98.35,0,121.19999999999999,Low Value
1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,75.2,775.3,0,827.2,Low Value
1,0,1,0,18,1,2,0,0,2,0,0,0,0,0,0,1,56.8,1074.65,0,1022.4,Medium Value
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.55,35.55,1,35.55,Low Value
0,0,1,0,32,1,0,1,2,0,0,0,0,0,0,1,0,75.5,2324.7,0,2416.0,Medium Value
1,0,0,0,29,0,1,0,2,0,0,2,0,0,1,0,3,35.6,1072.6,0,1032.4,Medium Value
0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,1,2,60.25,170.5,0,180.75,Low Value
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,95.15,196.9,1,190.3,Low Value
1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,1,3,96.65,1162.85,1,1256.45,Medium Value
0,0,0,0,41,0,1,0,0,2,0,0,0,2,0,1,2,40.35,1677.85,0,1654.3500000000001,Medium Value
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,18.85,18.85,0,18.85,Low Value
1,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,3,54.85,370.4,0,383.95,Low Value
0,0,1,0,52,1,0,0,2,0,2,0,2,0,1,1,3,64.3,3410.6,0,3343.6,Medium Value
0,0,1,1,45,1,2,2,1,1,1,1,1,1,2,1,0,24.65,1138.8,0,1109.25,Medium Value
1,0,1,0,70,1,2,0,0,2,2,2,2,0,2,0,1,76.1,5264.25,0,5327.0,High Value
0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,18.7,1005.7,0,991.0999999999999,Low Value
0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,5936.55,0,6072.900000000001,High Value
0,0,1,0,60,1,2,1,2,2,0,0,0,2,0,1,1,94.1,5475.9,0,5646.0,High Value
0,1,1,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.4,224.05,1,241.20000000000002,Low Value
0,1,1,0,23,1,0,1,2,0,0,0,2,2,0,1,2,95.1,2326.05,0,2187.2999999999997,Medium Value
1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,3,31.35,31.35,1,31.35,Low Value
0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4991.5,0,4847.45,Medium Value
0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,89.75,1052.4,1,1077.0,Medium Value
0,1,1,0,71,1,2,0,2,2,2,2,0,2,2,1,0,82.7,5831.2,0,5871.7,High Value
1,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,510.8,0,497.49999999999994,Low Value
0,0,0,0,5,1,2,0,2,0,0,0,0,0,0,1,2,53.8,283.95,0,269.0,Low Value
1,0,0,0,26,1,2,0,0,0,0,0,0,0,1,1,1,51.55,1295.4,0,1340.3,Medium Value
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,19.65,19.65,0,19.65,Low Value
1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,1,44.05,3011.65,0,3083.5,Medium Value
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,2,114.0,8093.15,0,8208.0,High Value
1,0,1,0,60,1,0,1,0,2,0,0,2,2,1,1,2,94.4,5610.25,1,5664.0,High Value
0,1,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,100.4,3217.65,0,3212.8,Medium Value
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.85,19.85,1,19.85,Low Value
0,0,0,0,14,1,2,0,0,2,0,0,0,0,1,1,3,54.25,773.2,0,759.5,Low Value
0,0,0,0,13,1,2,1,2,0,0,0,0,0,0,1,1,80.0,1029.35,0,1040.0,Medium Value
0,0,0,0,6,1,2,1,0,2,2,2,2,2,0,1,1,109.9,669.45,1,659.4000000000001,Low Value
0,0,0,0,46,1,2,0,2,0,2,0,2,2,2,0,3,79.2,3593.8,0,3643.2000000000003,Medium Value
1,0,0,0,15,1,0,1,0,0,2,2,2,2,0,1,2,101.35,1553.95,1,1520.25,Medium Value
1,1,1,0,43,1,2,1,0,2,0,2,2,0,0,1,2,94.3,3953.15,0,4054.9,Medium Value
1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1971.15,0,1942.1999999999998,Medium Value
1,1,0,0,21,1,0,0,0,0,2,0,2,0,0,1,0,60.05,1236.15,1,1261.05,Medium Value
1,0,0,0,57,0,1,0,2,0,2,0,2,2,0,1,2,53.75,3196.0,0,3063.75,Medium Value
0,0,1,0,53,1,0,1,0,0,0,2,2,2,1,1,2,93.45,4872.2,0,4952.85,Medium Value
1,0,1,1,18,1,0,1,2,0,2,0,2,0,0,1,3,87.9,1500.5,0,1582.2,Medium Value
0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,1,2,60.15,60.15,1,60.15,Low Value
0,0,1,0,58,1,2,0,2,0,0,2,0,0,1,1,0,61.05,3478.75,0,3540.8999999999996,Medium Value
0,1,0,0,71,1,2,1,0,0,2,0,2,2,2,0,0,104.05,7413.55,0,7387.55,High Value
0,0,0,0,35,1,0,1,0,0,2,2,2,2,1,1,2,99.25,3532.0,0,3473.75,Medium Value
1,0,0,0,3,1,0,1,0,0,2,0,0,2,0,0,1,85.7,256.75,0,257.1,Low Value
1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3887.25,0,3984.2999999999997,Medium Value
1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,1,69.15,2490.15,0,2420.25,Medium Value
1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,593.45,1,633.15,Low Value
0,0,0,0,47,1,0,0,0,0,2,2,2,2,2,0,3,74.45,3510.3,0,3499.15,Medium Value
0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,2,50.45,765.45,0,706.3000000000001,Low Value
0,1,1,0,20,1,0,0,0,2,0,0,0,2,0,1,2,60.0,1259.35,0,1200.0,Medium Value
1,0,1,0,66,1,2,0,2,2,0,2,2,2,2,0,2,85.25,5538.35,0,5626.5,High Value
1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,19.45,340.85,0,291.75,Low Value
0,0,0,0,42,1,0,2,1,1,1,1,1,1,2,1,0,20.75,844.45,0,871.5,Low Value
0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,2,78.9,1348.95,0,1341.3000000000002,Medium Value
1,0,0,0,37,1,2,1,0,2,0,2,2,2,1,1,1,104.5,3778.0,0,3866.5,Medium Value
0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,2,49.4,611.65,0,592.8,Low Value
1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,94.25,4867.95,1,4995.25,Medium Value
0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,25.0,1505.05,0,1500.0,Medium Value
1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,467.85,0,459.90000000000003,Low Value
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,74.9,1,74.9,Low Value
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.15,194.2,0,210.45000000000002,Low Value
0,0,0,1,9,1,0,0,0,0,0,2,2,2,0,1,1,69.4,571.45,0,624.6,Low Value
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,80.25,1,80.25,Low Value
1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,5253.95,0,5216.400000000001,High Value
1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,69.0,1149.65,1,1173.0,Medium Value
0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,740.8,1,729.8499999999999,Low Value
1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,521.35,0,486.84999999999997,Low Value
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,1412.65,0,1393.8,Medium Value
1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,86.0,1532.45,1,1634.0,Medium Value
0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,2,80.3,250.05,1,240.89999999999998,Low Value
1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,20.4,1090.6,0,1101.6,Medium Value
1,0,1,0,62,1,2,2,1,1,1,1,1,1,1,1,1,23.75,1446.8,0,1472.5,Medium Value
1,0,0,0,24,1,2,1,0,2,0,0,2,0,0,1,1,90.55,2282.55,1,2173.2,Medium Value
0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,70.45,4300.45,0,4367.900000000001,Medium Value
1,0,0,0,17,1,2,0,2,0,0,0,0,2,0,0,0,65.75,1111.2,0,1117.75,Medium Value
1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,3,24.6,190.1,0,221.4,Low Value
1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,3,69.25,4447.75,0,4432.0,Medium Value
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.9,143.35,1,151.8,Low Value
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,1,45.85,Low Value
0,0,1,0,16,0,1,0,0,0,0,2,2,2,0,1,2,49.95,810.2,1,799.2,Low Value
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1830.05,0,1774.8,Medium Value
1,0,0,0,30,1,2,1,2,2,2,0,0,0,1,0,0,90.4,2820.65,0,2712.0,Medium Value
0,0,1,0,49,1,2,1,2,0,0,0,2,2,0,1,3,100.85,4847.35,0,4941.65,Medium Value
1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,4729.3,0,4596.349999999999,Medium Value
1,0,1,1,47,1,2,1,0,2,0,0,2,0,0,0,2,87.2,4017.45,0,4098.400000000001,Medium Value
1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,1398.6,0,1288.0,Medium Value
1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,2564.3,1,2662.2,Medium Value
0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1685.9,0,1729.0,Medium Value
1,0,0,1,54,1,0,1,2,2,0,2,2,2,1,1,2,105.85,5826.65,0,5715.9,High Value
1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,3,98.3,6066.55,0,5996.3,High Value
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,228.4,1,230.85000000000002,Low Value
1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,270.2,0,252.85,Low Value
0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,1529.2,1,1538.4,Medium Value
0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,168.6,0,176.10000000000002,Low Value
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,3,20.15,536.35,0,503.74999999999994,Low Value
1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,3,64.5,1888.45,0,1935.0,Medium Value
0,0,1,0,21,0,1,0,2,0,0,0,0,0,0,0,2,28.5,629.35,0,598.5,Low Value
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,45.3,1,45.3,Low Value
0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.4,289.3,1,291.0,Low Value
1,1,1,0,23,1,0,1,0,0,0,0,2,2,0,1,2,90.45,2117.25,0,2080.35,Medium Value
0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4730.9,0,4731.75,Medium Value
0,0,1,1,24,1,2,1,0,2,2,0,0,0,1,0,0,83.15,2033.05,0,1995.6000000000001,Medium Value
0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,987.95,1,991.6500000000001,Low Value
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,45.05,1,45.05,Low Value
0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,5744.35,0,5779.2,High Value
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,75.8,1,75.8,Low Value
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,0,19.45,Low Value
0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,523.15,1,555.1,Low Value
0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,4805.3,0,4884.0,Medium Value
0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,59.05,1,61.8,Low Value
0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,6110.75,0,6184.8,High Value
0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,1596.6,0,1539.0000000000002,Medium Value
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1046.2,0,947.05,Low Value
0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,4424.2,1,4381.5,Medium Value
1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,50.3,92.75,0,100.6,Low Value
0,0,1,0,2,1,0,1,2,0,0,2,0,0,0,1,2,80.15,194.55,0,160.3,Low Value
0,0,1,0,12,1,0,0,0,2,0,0,0,0,0,1,2,51.25,612.1,0,615.0,Low Value
0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,6127.6,1,6092.799999999999,High Value
1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.2,6671.7,0,6568.8,High Value
1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,5264.3,0,5308.8,High Value
0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,303.7,0,321.0,Low Value
1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,4818.8,0,4870.4,Medium Value
1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,6448.05,1,6498.85,High Value
1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55,7159.05,0,7164.099999999999,High Value
1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,1574.5,0,1552.9499999999998,Medium Value
0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,2879.2,0,2840.8,Medium Value
1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,19.45,86.05,0,97.25,Low Value
1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,88.2,4159.45,0,4321.8,Medium Value
0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,6638.35,0,6271.3,High Value
0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.8,3112.05,0,3124.0,Medium Value
0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,7168.25,0,7057.400000000001,High Value
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,20.1,1326.25,0,1447.2,Medium Value
1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.7,2234.55,0,2185.2000000000003,Medium Value
1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.95,495.15,0,523.75,Low Value
0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.85,8317.95,0,8269.199999999999,High Value
0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,679.8,0,693.0,Low Value
1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.8,62.8,0,62.8,Low Value
0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,7544.0,0,7596.0,High Value
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.85,1188.25,0,1171.15,Medium Value
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,676.7,1,626.5,Low Value
0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,74.1,0,74.1,Low Value
0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,3242.5,0,3225.0,Medium Value
1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,19.55,1240.15,0,1251.2,Medium Value
1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.8,4111.35,0,4334.4,Medium Value
1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,5899.85,0,6080.400000000001,High Value
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75.0,632.95,1,600.0,Low Value
0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,5193.2,0,5239.0,High Value
1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,7530.8,0,7450.400000000001,High Value
1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,270.95,1,268.5,Low Value
0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.6,5460.2,0,5642.0,High Value
0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,1614.2,0,1614.0,Medium Value
0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,402.5,0,378.0,Low Value
0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,1367.75,0,1382.4,Medium Value
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,483.7,1,484.54999999999995,Low Value
